steps,loss/td_error
61506,-0.7125812768936157
61550,-9.108041763305664
61566,-23.815059661865234
61572,-0.17593660950660706
61658,-1.6269437074661255
61683,2.3097219467163086
61725,-1.649946689605713
61772,-7.631474018096924
61814,-8.671839714050293
61826,-11.531368255615234
61904,-15.379819869995117
62078,5.613450527191162
62246,-3.5050435066223145
62470,-2.0548670291900635
62490,-1.347712516784668
62521,-14.000486373901367
62648,-2.0212161540985107
62656,-8.369405746459961
62685,-9.542438507080078
62829,-8.573981285095215
62839,-10.649065017700195
62888,-6.094783782958984
62894,-2.7568249702453613
62899,0.11053789407014847
62915,-4.650778770446777
63114,-8.861083984375
63158,-6.7476372718811035
63203,-33.828155517578125
63206,-6.060492992401123
63366,-3.6733453273773193
63555,-2.015512466430664
63562,2.005755662918091
63577,-0.9447730183601379
63671,-3.1522181034088135
63745,-0.8552842140197754
63800,-2.25990629196167
63809,-27.619157791137695
63889,-4.25399112701416
63969,-8.065627098083496
64022,-12.449493408203125
64034,0.7930052876472473
64110,-4.8001298904418945
64180,-0.3908521234989166
64269,-9.960864067077637
64278,-10.122058868408203
64293,-5.2163166999816895
64439,-0.7925869226455688
64510,-9.995586395263672
64674,-3.5831596851348877
64739,-3.6393792629241943
65032,-10.59642219543457
65088,1.942561388015747
65156,-3.032106399536133
65310,-5.5338053703308105
65346,-1.8897958993911743
65349,-0.71513432264328
65456,-6.9132771492004395
65483,-4.526400566101074
65491,2.5629618167877197
65561,-6.084797382354736
65563,-6.579115867614746
65580,-4.694016456604004
65652,-22.80715560913086
66159,-4.396162033081055
66183,-6.993675708770752
66381,-1.940244197845459
66389,-4.532838344573975
66452,-3.8823561668395996
66500,-10.194467544555664
66502,-1.449686884880066
66515,-3.523465871810913
66558,-8.184722900390625
66596,-21.54794692993164
66732,-5.345235824584961
66887,1.7463903427124023
66894,-2.118987560272217
67041,-4.153585433959961
67044,-5.090381622314453
67193,3.9738705158233643
67213,-0.133315309882164
67223,-2.972306728363037
67281,-1.2770187854766846
67384,-1.634435772895813
67625,-2.405411958694458
67660,-6.8118896484375
67700,-2.7624430656433105
67781,0.9646247625350952
67782,-4.42871618270874
67816,-2.7874836921691895
67962,-1.6668368577957153
68072,-41.964134216308594
68073,-2.5112574100494385
68078,-3.1638591289520264
68131,-12.168155670166016
68252,-2.84704852104187
68276,-17.53048324584961
68427,-1.5917737483978271
68496,0.09659576416015625
68529,-13.92236614227295
68635,1.7326452732086182
68709,0.6832998394966125
68810,-1.7716295719146729
68927,1.3183528184890747
68956,-1.8406575918197632
69194,-1.8864086866378784
69237,-1.5499017238616943
69239,0.6025792360305786
69459,-0.5085399746894836
69501,-2.220316171646118
69594,-14.292787551879883
69652,-0.14084479212760925
69741,1.865747332572937
69834,0.02235224097967148
70016,-4.979323387145996
70089,-4.804471015930176
70142,-1.2528367042541504
70208,3.357516288757324
70287,-9.451753616333008
70411,-0.15315423905849457
70433,-2.662637948989868
70578,-17.422122955322266
70666,-1.5718307495117188
70673,-3.379079818725586
70696,-5.937000274658203
70735,0.2964121401309967
70739,-1.4851537942886353
70743,-1.83892023563385
70749,-21.38429069519043
70760,-2.1481070518493652
70828,-3.2948484420776367
70855,-1.507798194885254
70866,-3.3461689949035645
70871,-7.754281044006348
70959,-11.57408618927002
70989,-8.688470840454102
71104,-7.326584815979004
71152,1.2071044445037842
71248,-9.761893272399902
71385,-17.823272705078125
71386,-1.6291972398757935
71405,1.067598819732666
71474,-2.5769877433776855
71482,-6.042849540710449
71484,-5.953103065490723
71633,-4.016526699066162
71673,-5.9231133460998535
71681,-2.854565143585205
71724,1.3228001594543457
71742,-2.3924129009246826
71764,3.8352792263031006
71885,-21.589473724365234
71960,-3.8498311042785645
71996,1.3808071613311768
72067,-3.1015408039093018
72070,-0.720281720161438
72078,-10.793107986450195
72130,2.21273136138916
72271,2.275217056274414
72284,-3.8940088748931885
72315,-5.2927446365356445
72588,4.837307453155518
72633,-19.360427856445312
72669,-14.41044807434082
72783,0.2730548083782196
72823,-8.34681224822998
72912,-8.25767993927002
73013,-3.9027585983276367
73016,-6.620582103729248
73071,2.603853940963745
73102,-6.914599418640137
73201,-3.686819553375244
73208,0.006229900289326906
73220,-5.178521633148193
73278,-6.426764488220215
73432,-2.5033161640167236
73614,-2.574237108230591
73719,-4.386397838592529
73771,-4.725515365600586
73928,-5.606696128845215
73967,1.682934045791626
73990,-3.2414870262145996
74057,-15.855718612670898
74146,-2.8980906009674072
